event_id,customer_id,event_type
E0026994,C001910,Menu View
E0026995,C003987,Order Complete
E0026996,C003691,Checkout
E0026997,C000345,Checkout
E0026998,C001631,App Open
E0026999,C000162,Order Complete
E0027000,C002638,Menu View
E0027001,C002440,Order Complete
E0027002,C000186,Add To Cart
E0027003,C002784,Add To Cart
E0027004,C001419,Menu View
E0027005,C002149,Checkout
E0027006,C001947,Checkout
E0027007,C002674,App Open
E0027008,C000030,Menu View
E0027009,C003191,Menu View
E0027010,C004573,Menu View
E0027011,C004475,Add To Cart
E0027012,C003440,Checkout
E0027013,C003745,Order Complete
E0027014,C001853,Menu View
E0027015,C001753,Menu View
E0027016,C000564,Order Complete
E0027017,C002229,Add To Cart
E0027018,C003771,Add To Cart
E0027019,C000761,Order Complete
E0027020,C003224,Order Complete
E0027021,C001879,Order Complete
E0027022,C004901,App Open
E0027023,C000890,Restaurant View
E0027024,C004974,Order Complete
E0027025,C000973,Order Complete
E0027026,C004098,App Open
E0027027,C000162,Add To Cart
E0027028,C001541,Checkout
E0027029,C004010,Restaurant View
E0027030,C002079,Add To Cart
E0027031,C003788,Restaurant View
E0027032,C001420,Menu View
E0027033,C003050,Order Complete
E0027034,C000677,Order Complete
E0027035,C004815,Add To Cart
E0027036,C001847,Order Complete
E0027037,C001229,Restaurant View
E0027038,C001389,Order Complete
E0027039,C003557,Checkout
E0027040,C001584,Order Complete
E0027041,C004743,App Open
E0027042,C004955,App Open
E0027043,C002779,Order Complete
E0027044,C001275,Checkout
E0027045,C004949,Restaurant View
E0027046,C001803,App Open
E0027047,C000514,Order Complete
E0027048,C003851,Menu View
E0027049,C004405,Checkout
E0027050,C003463,Menu View
E0027051,C004976,Order Complete
E0027052,C001807,App Open
E0027053,C000045,Add To Cart
E0027054,C002351,Order Complete
E0027055,C004902,Checkout
E0027056,C001196,Add To Cart
E0027057,C002374,Checkout
E0027058,C001121,Restaurant View
E0027059,C004439,Add To Cart
E0027060,C001520,Restaurant View
E0027061,C001177,Checkout
E0027062,C003570,Restaurant View
E0027063,C003509,App Open
E0027064,C002679,Order Complete
E0027065,C000071,App Open
E0027066,C001342,Add To Cart
E0027067,C004492,Add To Cart
E0027068,C004769,Order Complete
E0027069,C000380,Add To Cart
E0027070,C004252,Restaurant View
E0027071,C002193,Add To Cart
E0027072,C001377,Restaurant View
E0027073,C002809,Order Complete
E0027074,C003154,Order Complete
E0027075,C003410,Order Complete
E0027076,C004669,Checkout
E0027077,C003892,Order Complete
E0027078,C002872,App Open
E0027079,C002674,Menu View
E0027080,C002080,Checkout
E0027081,C000670,Order Complete
E0027082,C003545,Menu View
E0027083,C004372,Order Complete
E0027084,C000512,Add To Cart
E0027085,C004217,Order Complete
E0027086,C002257,Order Complete
E0027087,C002866,Restaurant View
E0027088,C000903,Restaurant View
E0027089,C003919,Add To Cart
E0027090,C000474,Checkout
E0027091,C002944,Order Complete
E0027092,C000547,App Open
E0027093,C001147,App Open
E0027094,C003218,App Open
E0027095,C000224,App Open
E0027096,C003697,Order Complete
E0027097,C003129,Restaurant View
E0027098,C002331,Restaurant View
E0027099,C003158,Restaurant View
E0027100,C002093,Restaurant View
E0027101,C000626,App Open
E0027102,C002772,Add To Cart
E0027103,C003505,Restaurant View
E0027104,C002330,Add To Cart
E0027105,C001326,Add To Cart
E0027106,C001623,Order Complete
E0027107,C003469,Order Complete
E0027108,C001216,App Open
E0027109,C000847,Add To Cart
E0027110,C001405,Checkout
E0027111,C003510,App Open
E0027112,C001588,Checkout
E0027113,C004181,Checkout
E0027114,C000760,App Open
E0027115,C003349,Add To Cart
E0027116,C000122,App Open
E0027117,C003676,Menu View
E0027118,C001985,Checkout
E0027119,C001197,App Open
E0027120,C004311,Restaurant View
E0027121,C004692,Add To Cart
E0027122,C003393,App Open
E0027123,C003928,Restaurant View
E0027124,C002609,Add To Cart
E0027125,C000355,Restaurant View
E0027126,C004392,Order Complete
E0027127,C004778,Restaurant View
E0027128,C000659,Checkout
E0027129,C001132,Checkout
E0027130,C003423,Menu View
E0027131,C003312,Add To Cart
E0027132,C004992,Add To Cart
E0027133,C000560,Order Complete
E0027134,C000982,Checkout
E0027135,C001366,Order Complete
E0027136,C000383,Menu View
E0027137,C000417,Checkout
E0027138,C001741,App Open
E0027139,C004532,App Open
E0027140,C001217,Add To Cart
E0027141,C000720,Order Complete
E0027142,C003151,Checkout
E0027143,C001450,Order Complete
E0027144,C004667,Add To Cart
E0027145,C001586,Restaurant View
E0027146,C001717,Checkout
E0027147,C000293,Order Complete
E0027148,C001212,Menu View
E0027149,C001022,Order Complete
E0027150,C004266,Checkout
E0027151,C002523,App Open
E0027152,C004248,Menu View
E0027153,C002254,Checkout
E0027154,C003828,Restaurant View
E0027155,C003358,Checkout
E0027156,C000604,Checkout
E0027157,C003081,Add To Cart
E0027158,C000570,Restaurant View
E0027159,C000897,Add To Cart
E0027160,C003219,Restaurant View
E0027161,C003933,Menu View
E0027162,C001682,Menu View
E0027163,C004002,Menu View
E0027164,C002798,Menu View
E0027165,C002000,Order Complete
E0027166,C002219,Restaurant View
E0027167,C003796,Checkout
E0027168,C001662,Order Complete
E0027169,C003239,Checkout
E0027170,C002820,Order Complete
E0027171,C001801,App Open
E0027172,C000567,Add To Cart
E0027173,C002387,Order Complete
E0027174,C003831,Checkout
E0027175,C001430,Restaurant View
E0027176,C001718,Add To Cart
E0027177,C000800,Order Complete
E0027178,C000467,Add To Cart
E0027179,C003526,Menu View
E0027180,C002855,Add To Cart
E0027181,C000087,Restaurant View
E0027182,C000272,Menu View
E0027183,C002664,Order Complete
E0027184,C002221,Menu View
E0027185,C001232,Checkout
E0027186,C002791,Checkout
E0027187,C000555,Menu View
E0027188,C002737,Checkout
E0027189,C000772,App Open
E0027190,C003617,Menu View
E0027191,C004242,Add To Cart
E0027192,C001753,Restaurant View
E0027193,C003924,Menu View
E0027194,C003936,Restaurant View
E0027195,C004321,Add To Cart
E0027196,C002446,Add To Cart
E0027197,C003651,Restaurant View
E0027198,C000512,App Open
E0027199,C000886,Checkout
E0027200,C003484,Add To Cart
E0027201,C004951,Checkout
E0027202,C002577,App Open
E0027203,C002124,Order Complete
E0027204,C001993,Restaurant View
E0027205,C004699,Restaurant View
E0027206,C004427,Restaurant View
E0027207,C000582,Restaurant View
E0027208,C004574,App Open
E0027209,C003794,Menu View
E0027210,C003386,Menu View
E0027211,C001994,Restaurant View
E0027212,C000188,Checkout
E0027213,C003892,App Open
E0027214,C000314,Restaurant View
E0027215,C002618,Order Complete
E0027216,C004626,Add To Cart
E0027217,C003903,Order Complete
E0027218,C002196,Menu View
E0027219,C004205,Restaurant View
E0027220,C002530,Add To Cart
E0027221,C003852,Add To Cart
E0027222,C004359,Checkout
E0027223,C002595,Order Complete
E0027224,C001158,Order Complete
E0027225,C001990,Menu View
E0027226,C004932,Order Complete
E0027227,C002383,Order Complete
E0027228,C002620,Restaurant View
E0027229,C001330,App Open
E0027230,C001089,Add To Cart
E0027231,C001269,App Open
E0027232,C000716,Restaurant View
E0027233,C002012,Menu View
E0027234,C004975,Add To Cart
E0027235,C001489,Add To Cart
E0027236,C003185,Menu View
E0027237,C004121,Restaurant View
E0027238,C002364,App Open
E0027239,C004432,App Open
E0027240,C000227,App Open
E0027241,C004456,Checkout
E0027242,C003096,Order Complete
E0027243,C002104,Order Complete
E0027244,C004172,Restaurant View
E0027245,C002616,Add To Cart
E0027246,C000500,Menu View
E0027247,C004580,Add To Cart
E0027248,C004759,Menu View
E0027249,C001111,App Open
E0027250,C003523,Menu View
E0027251,C001605,App Open
E0027252,C004922,App Open
E0027253,C003564,Order Complete
E0027254,C004445,Checkout
E0027255,C001657,Add To Cart
E0027256,C001268,App Open
E0027257,C001624,Restaurant View
E0027258,C003805,Checkout
E0027259,C000516,Menu View
E0027260,C002247,App Open
E0027261,C003398,Menu View
E0027262,C000845,Restaurant View
E0027263,C003282,Checkout
E0027264,C000700,Order Complete
E0027265,C001661,Menu View
E0027266,C004700,App Open
E0027267,C002938,Restaurant View
E0027268,C002856,Add To Cart
E0027269,C004034,App Open
E0027270,C001903,Menu View
E0027271,C003957,Restaurant View
E0027272,C001421,App Open
E0027273,C001120,Restaurant View
E0027274,C001496,Checkout
E0027275,C003853,Menu View
E0027276,C000423,Restaurant View
E0027277,C004008,App Open
E0027278,C003241,App Open
E0027279,C003794,Order Complete
E0027280,C004552,Add To Cart
E0027281,C002220,Menu View
E0027282,C003889,Restaurant View
E0027283,C002581,Order Complete
E0027284,C001672,Menu View
E0027285,C004547,Checkout
E0027286,C003167,Restaurant View
E0027287,C003796,Add To Cart
E0027288,C001535,Order Complete
E0027289,C001393,Restaurant View
E0027290,C001096,Checkout
E0027291,C000746,Menu View
E0027292,C003530,Checkout
E0027293,C000223,Menu View
E0027294,C001347,Add To Cart
E0027295,C001337,App Open
E0027296,C001029,Order Complete
E0027297,C002420,Order Complete
E0027298,C003465,App Open
E0027299,C000144,Menu View
E0027300,C001420,Add To Cart
E0027301,C001707,Order Complete
E0027302,C001480,Restaurant View
E0027303,C001851,Restaurant View
E0027304,C004289,Restaurant View
E0027305,C002350,Checkout
E0027306,C003792,App Open
E0027307,C000898,Checkout
E0027308,C001162,Checkout
E0027309,C001117,Checkout
E0027310,C002497,App Open
E0027311,C000447,Menu View
E0027312,C001482,Order Complete
E0027313,C004510,Menu View
E0027314,C004403,App Open
E0027315,C001727,Restaurant View
E0027316,C000234,App Open
E0027317,C003351,Order Complete
E0027318,C004650,Order Complete
E0027319,C003317,Add To Cart
E0027320,C001637,Menu View
E0027321,C002164,Menu View
E0027322,C001445,Checkout
E0027323,C003656,Checkout
E0027324,C002318,App Open
E0027325,C000867,Restaurant View
E0027326,C000107,Checkout
E0027327,C000165,Checkout
E0027328,C001964,Add To Cart
E0027329,C004415,App Open
E0027330,C004035,Add To Cart
E0027331,C000943,Order Complete
E0027332,C003059,Add To Cart
E0027333,C000285,Menu View
E0027334,C001763,Checkout
E0027335,C002637,Add To Cart
E0027336,C004727,App Open
E0027337,C000391,Add To Cart
E0027338,C002412,Checkout
E0027339,C003748,Add To Cart
E0027340,C001484,Checkout
E0027341,C002602,Add To Cart
E0027342,C003166,Add To Cart
E0027343,C001180,Restaurant View
E0027344,C002675,Menu View
E0027345,C002218,Checkout
E0027346,C004676,Checkout
E0027347,C003672,Add To Cart
E0027348,C002431,Checkout
E0027349,C002616,Order Complete
E0027350,C004145,Menu View
E0027351,C001046,Add To Cart
E0027352,C004835,Menu View
E0027353,C003065,App Open
E0027354,C000787,Restaurant View
E0027355,C002431,Checkout
E0027356,C002183,Order Complete
E0027357,C003731,Restaurant View
E0027358,C003538,Menu View
E0027359,C002078,Restaurant View
E0027360,C002979,Add To Cart
E0027361,C001456,Menu View
E0027362,C001447,App Open
E0027363,C001427,Add To Cart
E0027364,C003416,Restaurant View
E0027365,C003936,Add To Cart
E0027366,C000832,Restaurant View
E0027367,C001978,App Open
E0027368,C002645,Menu View
E0027369,C002402,Menu View
E0027370,C004928,Restaurant View
E0027371,C003507,App Open
E0027372,C002605,Restaurant View
E0027373,C000752,Restaurant View
E0027374,C004462,Order Complete
E0027375,C004764,Restaurant View
E0027376,C000552,Checkout
E0027377,C002823,Restaurant View
E0027378,C004855,Order Complete
E0027379,C003546,Order Complete
E0027380,C001547,Add To Cart
E0027381,C003411,Menu View
E0027382,C002589,Order Complete
E0027383,C003469,Order Complete
E0027384,C003487,Order Complete
E0027385,C003789,Restaurant View
E0027386,C002162,Menu View
E0027387,C003999,Menu View
E0027388,C000120,App Open
E0027389,C001560,App Open
E0027390,C002854,Menu View
E0027391,C003643,Checkout
E0027392,C002343,Checkout
E0027393,C002924,Order Complete
E0027394,C003094,Order Complete
E0027395,C001872,Checkout
E0027396,C000206,Order Complete
E0027397,C000793,App Open
E0027398,C001579,Add To Cart
E0027399,C001770,Restaurant View
E0027400,C002869,Menu View
E0027401,C003680,Restaurant View
E0027402,C001790,Menu View
E0027403,C004831,Checkout
E0027404,C002170,Restaurant View
E0027405,C004449,App Open
E0027406,C004086,Menu View
E0027407,C004531,Checkout
E0027408,C000775,Checkout
E0027409,C002450,Menu View
E0027410,C000887,Add To Cart
E0027411,C003090,Menu View
E0027412,C001030,App Open
E0027413,C003907,Checkout
E0027414,C003539,Add To Cart
E0027415,C003365,Add To Cart
E0027416,C000654,App Open
E0027417,C000418,Add To Cart
E0027418,C004880,Menu View
E0027419,C002643,Add To Cart
E0027420,C001124,Checkout
E0027421,C004471,Restaurant View
E0027422,C002502,Checkout
E0027423,C002412,Restaurant View
E0027424,C002014,Order Complete
E0027425,C004240,Order Complete
E0027426,C004480,Order Complete
E0027427,C000838,Restaurant View
E0027428,C001743,Restaurant View
E0027429,C000082,Checkout
E0027430,C002171,App Open
E0027431,C004636,Checkout
E0027432,C002724,Order Complete
E0027433,C004318,Add To Cart
E0027434,C000213,Add To Cart
E0027435,C004324,Restaurant View
E0027436,C003396,Checkout
E0027437,C002984,Restaurant View
E0027438,C003106,Restaurant View
E0027439,C000974,Checkout
E0027440,C003694,Add To Cart
E0027441,C002098,Add To Cart
E0027442,C000251,Add To Cart
E0027443,C001058,Add To Cart
E0027444,C000684,Checkout
E0027445,C002466,Restaurant View
E0027446,C003780,App Open
E0027447,C004177,App Open
E0027448,C000731,Add To Cart
E0027449,C002464,Add To Cart
E0027450,C000724,Checkout
E0027451,C003975,Restaurant View
E0027452,C002190,Add To Cart
E0027453,C000513,Checkout
E0027454,C002879,Restaurant View
E0027455,C001070,Menu View
E0027456,C003053,App Open
E0027457,C004835,Order Complete
E0027458,C000670,App Open
E0027459,C000834,App Open
E0027460,C001666,Add To Cart
E0027461,C004656,App Open
E0027462,C002955,Add To Cart
E0027463,C001591,App Open
E0027464,C002326,Order Complete
E0027465,C001636,Menu View
E0027466,C002940,Menu View
E0027467,C004488,Add To Cart
E0027468,C004010,App Open
E0027469,C002763,App Open
E0027470,C003056,Restaurant View
E0027471,C000694,Checkout
E0027472,C000613,Order Complete
E0027473,C003909,App Open
E0027474,C001980,Restaurant View
E0027475,C000181,Add To Cart
E0027476,C004530,Add To Cart
E0027477,C001100,Add To Cart
E0027478,C002527,App Open
E0027479,C003416,Restaurant View
E0027480,C000158,App Open
E0027481,C003110,Restaurant View
E0027482,C000972,App Open
E0027483,C003285,Checkout
E0027484,C001390,Order Complete
E0027485,C000485,Add To Cart
E0027486,C001174,App Open
E0027487,C001442,Add To Cart
E0027488,C001225,Order Complete
E0027489,C004420,Add To Cart
E0027490,C004494,Checkout
E0027491,C002987,Restaurant View
E0027492,C004336,Add To Cart
E0027493,C002807,App Open
E0027494,C000258,Add To Cart
E0027495,C001918,App Open
E0027496,C001759,Checkout
E0027497,C001687,Order Complete
E0027498,C001606,Restaurant View
E0027499,C001730,Menu View
E0027500,C004087,Checkout
E0027501,C000531,Menu View
E0027502,C003583,App Open
E0027503,C003444,Checkout
E0027504,C003938,Checkout
E0027505,C000945,Order Complete
E0027506,C001328,Restaurant View
E0027507,C001547,Order Complete
E0027508,C004506,Order Complete
E0027509,C001091,Checkout
E0027510,C001287,Order Complete
E0027511,C002221,Restaurant View
E0027512,C001287,Order Complete
E0027513,C004917,Restaurant View
E0027514,C004305,Restaurant View
E0027515,C002321,Menu View
E0027516,C001237,Add To Cart
E0027517,C000798,Add To Cart
E0027518,C003208,Checkout
E0027519,C000164,Add To Cart
E0027520,C003227,Checkout
E0027521,C003992,App Open
E0027522,C002752,App Open
E0027523,C002755,Restaurant View
E0027524,C003889,Menu View
E0027525,C003866,Add To Cart
E0027526,C003277,Restaurant View
E0027527,C004040,Add To Cart
E0027528,C001030,Restaurant View
E0027529,C001373,Add To Cart
E0027530,C004243,App Open
E0027531,C003427,Add To Cart
E0027532,C000103,Menu View
E0027533,C002537,App Open
E0027534,C000636,Menu View
E0027535,C001740,App Open
E0027536,C001958,Menu View
E0027537,C000902,Menu View
E0027538,C001723,Checkout
E0027539,C003533,Order Complete
E0027540,C004067,App Open
E0027541,C002702,Order Complete
E0027542,C004478,Checkout
E0027543,C000710,Restaurant View
E0027544,C001547,Order Complete
E0027545,C003588,Add To Cart
E0027546,C004405,Menu View
E0027547,C003895,Restaurant View
E0027548,C004689,App Open
E0027549,C004239,App Open
E0027550,C003060,Checkout
E0027551,C002533,Menu View
E0027552,C000600,Restaurant View
E0027553,C004162,Restaurant View
E0027554,C004295,Add To Cart
E0027555,C002865,Add To Cart
E0027556,C004942,Restaurant View
E0027557,C002878,Checkout
E0027558,C001815,Add To Cart
E0027559,C000115,Menu View
E0027560,C003456,App Open
E0027561,C003823,Add To Cart
E0027562,C001465,Menu View
E0027563,C004742,Menu View
E0027564,C001830,Menu View
E0027565,C001679,Menu View
E0027566,C002791,Checkout
E0027567,C002091,Restaurant View
E0027568,C003412,Checkout
E0027569,C004178,Checkout
E0027570,C001022,Menu View
E0027571,C000040,Add To Cart
E0027572,C003846,Restaurant View
E0027573,C003682,Checkout
E0027574,C002425,Restaurant View
E0027575,C004902,App Open
E0027576,C001694,Order Complete
E0027577,C002071,App Open
E0027578,C003709,Checkout
E0027579,C001896,Checkout
E0027580,C003558,Menu View
E0027581,C001245,Checkout
E0027582,C002490,Checkout
E0027583,C003477,Checkout
E0027584,C002161,App Open
E0027585,C000311,App Open
E0027586,C003388,Add To Cart
E0027587,C003716,Add To Cart
E0027588,C001096,Menu View
E0027589,C004830,App Open
E0027590,C003968,Menu View
E0027591,C003586,Order Complete
E0027592,C003670,Restaurant View
E0027593,C000167,Menu View
E0027594,C004217,Add To Cart
E0027595,C000216,Menu View
E0027596,C000214,Restaurant View
E0027597,C004506,Restaurant View
E0027598,C002331,App Open
E0027599,C004478,Restaurant View
E0027600,C000710,Checkout
E0027601,C002549,Checkout
