order_id,customer_id,restaurant_id,item_id,rider_id,order_datetime,quantity,order_amount,discount_amount,delivery_fee,final_amount,order_status
O0008204,C003175,R00669,M010608,D00164,2026-01-01 10:34:14,1,251,41,50,260,Delivered
O0008205,C001641,R00628,M003843,D02597,2025-11-21 18:49:36,2,344,48,56,352,Delivered
O0008206,C001200,R00885,M002097,D03010,2026-04-12 13:23:45,1,636,3,33,666,Delivered
O0008207,C000867,R00234,M009247,D03839,2025-09-19 19:14:06,3,1473,10,29,1492,Delivered
O0008208,C001106,R00749,M014988,D00776,2025-07-28 09:56:36,1,360,32,59,387,Delivered
O0008209,C004522,R00320,M005983,D02102,2026-06-07 06:51:53,1,571,43,43,571,Delivered
O0008210,C000372,R00286,M008975,D02361,2025-12-06 07:46:00,3,642,30,50,662,Delivered
O0008211,C001374,R00882,M012065,D00352,2026-02-21 19:19:29,3,1629,9,31,1651,Delivered
O0008212,C000738,R01285,M013950,D01969,2025-10-15 15:54:44,1,270,7,39,302,Delivered
O0008213,C001255,R00405,M004978,D01377,2025-12-18 13:06:17,4,2344,80,44,2308,Delivered
O0008214,C003390,R01349,M009806,D01319,2026-01-13 14:52:38,4,2580,42,20,2558,Delivered
O0008215,C004425,R00106,M009091,D01621,2025-11-14 21:23:24,3,1317,48,57,1326,Delivered
O0008216,C003089,R01142,M006264,D03927,2025-11-20 03:09:28,4,1708,46,37,1699,Delivered
O0008217,C002501,R00093,M001497,D01042,2025-10-07 03:52:25,3,2073,45,36,2064,Delivered
O0008218,C003356,R01080,M000169,D00320,2025-06-26 08:32:28,2,1038,84,20,974,Delivered
O0008219,C003643,R00177,M010165,D00862,2026-04-10 07:14:02,4,2780,37,46,2789,Delivered
O0008220,C004773,R00320,M001597,D03919,2025-10-15 14:21:06,2,350,49,49,350,Delivered
O0008221,C001246,R00278,M005246,D03939,2026-04-18 14:36:19,1,529,48,21,502,Delivered
O0008222,C002181,R00220,M004228,D03657,2026-02-11 17:31:21,4,2092,70,43,2065,Delivered
O0008223,C000502,R01073,M009506,D00826,2026-02-03 19:02:23,1,666,20,54,700,Delivered
O0008224,C002944,R00767,M007955,D03279,2025-11-08 05:03:14,2,366,32,51,385,Delivered
O0008225,C001631,R00343,M014397,D01924,2025-07-20 21:11:30,1,136,66,25,95,Delivered
O0008226,C003832,R00346,M007140,D02809,2025-12-11 01:28:46,3,1266,54,25,1237,Delivered
O0008227,C003702,R00067,M010387,D00120,2026-02-14 15:21:24,1,392,46,58,404,Delivered
O0008228,C001942,R01142,M002176,D01239,2026-03-06 12:09:40,1,582,13,55,624,Delivered
O0008229,C001487,R01256,M000319,D00506,2026-05-27 02:32:21,1,272,27,57,302,Delivered
O0008230,C002792,R01096,M002571,D02041,2025-10-14 15:44:58,4,1724,67,36,1693,Delivered
O0008231,C000484,R00067,M000554,D02914,2026-01-27 08:24:50,3,840,45,53,848,Delivered
O0008232,C004506,R01225,M004326,D02965,2025-08-03 16:00:09,4,1420,40,57,1437,Delivered
O0008233,C003257,R00101,M001792,D01259,2025-11-29 00:08:50,3,1032,59,42,1015,Delivered
O0008234,C000081,R00431,M007978,D02970,2025-06-26 01:41:45,4,1840,15,42,1867,Cancelled
O0008235,C000421,R00163,M008371,D02373,2025-10-14 22:52:44,3,1386,74,55,1367,Delivered
O0008236,C000358,R00137,M013597,D03907,2025-10-28 10:56:16,4,1836,46,41,1831,Delivered
O0008237,C004192,R00739,M000648,D02807,2025-12-24 06:50:00,2,940,70,58,928,Delivered
O0008238,C003216,R00167,M014829,D02740,2026-03-31 07:11:21,2,1180,48,59,1191,Delivered
O0008239,C001036,R00146,M013157,D00440,2025-07-20 11:23:29,2,400,16,33,417,Delivered
O0008240,C003722,R00358,M002738,D02467,2025-09-22 15:07:31,2,280,18,45,307,Delivered
O0008241,C002514,R00677,M009557,D03456,2025-09-01 23:07:12,4,2400,67,33,2366,Delivered
O0008242,C003043,R00382,M002844,D02580,2025-07-10 09:54:34,2,602,46,47,603,Delivered
O0008243,C004730,R00047,M002404,D03078,2025-10-26 22:28:38,4,596,37,34,593,Delivered
O0008244,C002086,R00483,M014189,D02316,2025-12-13 07:03:19,3,564,63,58,559,Delivered
O0008245,C004782,R00875,M010437,D03001,2026-04-11 09:29:35,1,138,36,23,125,Cancelled
O0008246,C001927,R01103,M010825,D03865,2026-06-14 15:42:30,4,1228,39,56,1245,Delivered
O0008247,C003640,R00987,M009322,D03626,2026-06-08 09:12:13,4,1944,94,40,1890,Delivered
O0008248,C002757,R00383,M012321,D01103,2025-08-06 07:18:49,3,1902,11,45,1936,Cancelled
O0008249,C001346,R00560,M004302,D00505,2026-03-31 23:25:29,4,2116,18,31,2129,Delivered
O0008250,C001579,R00719,M012949,D00825,2025-11-19 06:19:49,1,343,45,32,330,Delivered
O0008251,C004849,R00135,M001387,D02254,2025-10-09 15:02:18,4,1996,36,46,2006,Delivered
O0008252,C002790,R00951,M001577,D01015,2025-10-08 21:32:29,2,1076,52,46,1070,Delivered
O0008253,C002749,R00552,M006680,D03537,2026-05-06 19:13:26,2,1002,10,42,1034,Delivered
O0008254,C004617,R01037,M003286,D01280,2025-08-12 10:38:36,2,1358,18,20,1360,Delivered
O0008255,C003719,R00833,M004447,D01863,2026-05-31 21:16:54,4,816,48,45,813,Delivered
O0008256,C002200,R00900,M012423,D00829,2025-10-31 02:54:15,1,464,32,29,461,Delivered
O0008257,C001728,R01374,M009534,D03560,2026-06-14 02:55:38,2,1206,22,59,1243,Delivered
O0008258,C002766,R01349,M009806,D00886,2025-12-23 06:09:02,4,2580,27,59,2612,Delivered
O0008259,C002647,R00150,M004009,D03883,2026-02-20 04:29:14,2,190,10,43,223,Delivered
O0008260,C000181,R00326,M003576,D02164,2025-07-01 20:39:25,1,399,43,51,407,Delivered
O0008261,C000545,R00828,M003166,D00440,2025-07-01 00:57:28,3,1461,64,51,1448,Delivered
O0008262,C002382,R00731,M012077,D02939,2025-06-25 06:05:37,1,653,66,40,627,Delivered
O0008263,C003100,R00543,M005393,D01935,2026-05-11 15:55:36,3,1110,28,47,1129,Delivered
O0008264,C003068,R01168,M000851,D03759,2025-09-29 00:53:10,3,1050,10,26,1066,Delivered
O0008265,C001058,R01189,M000420,D02761,2026-03-16 01:47:08,2,520,48,51,523,Delivered
O0008266,C004895,R01393,M012302,D03927,2025-08-26 12:56:37,4,1104,45,39,1098,Delivered
O0008267,C001315,R00393,M013953,D02100,2025-10-27 02:18:13,2,1268,36,38,1270,Delivered
O0008268,C000681,R01462,M010429,D01213,2025-10-03 01:11:50,3,1950,53,47,1944,Delivered
O0008269,C002317,R01252,M004914,D02126,2025-10-10 04:55:50,4,2356,31,43,2368,Delivered
O0008270,C001490,R01382,M009411,D03194,2025-11-22 17:44:23,2,1286,52,41,1275,Delivered
O0008271,C000266,R00595,M004733,D01469,2026-06-06 04:04:44,3,420,34,38,424,Delivered
O0008272,C000916,R00945,M013072,D00228,2026-04-14 22:23:41,4,1376,44,40,1372,Delivered
O0008273,C002133,R01265,M006874,D00615,2025-07-14 07:18:33,2,1264,17,51,1298,Delivered
O0008274,C000355,R00213,M001078,D02969,2025-10-29 18:29:37,3,1974,9,44,2009,Delivered
O0008275,C001875,R00794,M011468,D02173,2026-03-07 19:45:26,2,750,46,39,743,Delivered
O0008276,C002505,R00302,M003688,D03587,2025-10-04 23:38:40,1,288,14,32,306,Delivered
O0008277,C000736,R00913,M004841,D01827,2026-05-06 13:10:08,3,501,40,44,505,Delivered
O0008278,C001631,R00068,M003733,D01720,2026-04-04 21:37:35,1,372,80,50,342,Delivered
O0008279,C000431,R00875,M002436,D00294,2025-12-02 10:10:41,2,192,64,42,170,Delivered
O0008280,C000281,R01248,M002463,D03939,2025-06-18 23:38:25,4,724,90,29,663,Delivered
O0008281,C004854,R00126,M008140,D03191,2025-07-13 02:27:08,2,410,65,36,381,Delivered
O0008282,C003884,R00310,M013148,D00691,2025-08-02 09:30:02,2,480,28,44,496,Delivered
O0008283,C002710,R01219,M000790,D03500,2026-02-26 06:33:06,2,870,64,20,826,Delivered
O0008284,C002600,R01003,M000894,D00603,2025-10-07 03:38:48,3,300,85,25,240,Delivered
O0008285,C000823,R01356,M006021,D00501,2025-11-04 18:12:19,2,950,11,49,988,Delivered
O0008286,C000943,R01173,M009904,D02346,2026-04-13 00:01:54,3,1032,62,46,1016,Delivered
O0008287,C004988,R00626,M005929,D02303,2026-03-21 05:46:00,1,552,51,36,537,Delivered
O0008288,C003968,R00766,M006819,D02844,2026-01-31 18:23:22,1,651,28,59,682,Delivered
O0008289,C004777,R01408,M004427,D01637,2025-09-16 02:10:35,4,840,49,21,812,Delivered
O0008290,C000728,R00109,M012104,D02928,2026-03-05 16:20:48,4,1604,41,60,1623,Delivered
O0008291,C003168,R00956,M010679,D02870,2025-12-06 18:26:07,1,630,9,46,667,Delivered
O0008292,C004624,R01051,M004747,D02044,2026-01-17 22:44:34,4,1816,75,33,1774,Delivered
O0008293,C003821,R00362,M006983,D02117,2026-03-29 11:21:36,4,2456,70,44,2430,Delivered
O0008294,C001338,R01365,M008349,D01652,2025-07-21 18:31:09,1,449,12,25,462,Delivered
O0008295,C001590,R01326,M005310,D00994,2026-01-08 20:09:48,1,631,16,23,638,Delivered
O0008296,C004868,R00452,M008611,D01358,2026-01-06 20:37:39,2,800,46,55,809,Delivered
O0008297,C003108,R00017,M010123,D02230,2025-09-18 18:26:06,3,1233,22,28,1239,Delivered
O0008298,C003696,R00557,M005899,D02244,2025-08-14 02:41:34,1,116,91,35,60,Delivered
O0008299,C002375,R01283,M007371,D03631,2025-11-20 18:30:45,1,575,71,35,539,Delivered
O0008300,C003793,R00149,M013254,D02865,2026-01-29 06:05:00,4,2168,82,24,2110,Delivered
O0008301,C003313,R01475,M007327,D01948,2025-07-15 05:14:13,4,2368,35,27,2360,Delivered
O0008302,C003362,R01487,M005303,D00389,2026-04-11 06:11:52,4,2284,25,22,2281,Delivered
O0008303,C004314,R00928,M010547,D00609,2026-02-16 19:01:32,3,873,45,31,859,Delivered
O0008304,C003935,R00864,M006375,D02495,2025-12-11 16:31:04,4,2372,21,30,2381,Delivered
O0008305,C000399,R00599,M004757,D03545,2025-06-29 02:49:10,3,318,70,53,301,Delivered
O0008306,C004543,R00598,M009707,D03094,2026-05-30 13:56:25,2,1160,6,52,1206,Delivered
O0008307,C002951,R00742,M001907,D02625,2026-02-06 20:15:33,4,1452,51,31,1432,Delivered
O0008308,C002086,R01255,M004073,D03978,2025-11-14 23:35:35,2,1180,70,22,1132,Delivered
O0008309,C003943,R01072,M002378,D00053,2025-09-23 11:22:55,1,472,62,27,437,Delivered
O0008310,C001900,R00210,M000782,D03774,2025-09-12 12:10:40,4,2412,28,57,2441,Delivered
O0008311,C001741,R01331,M003851,D03517,2025-10-30 13:51:07,2,790,59,57,788,Delivered
O0008312,C000364,R01156,M004043,D01777,2025-12-18 07:35:26,4,2428,69,53,2412,Delivered
O0008313,C003347,R00778,M003815,D01318,2026-03-21 08:02:14,2,822,67,23,778,Delivered
O0008314,C004612,R00555,M006207,D03306,2025-11-15 03:31:33,1,453,52,27,428,Delivered
O0008315,C004912,R01001,M010654,D00327,2026-01-10 14:05:29,3,1497,67,40,1470,Delivered
O0008316,C002336,R00199,M003769,D01130,2025-12-07 02:27:35,4,1748,13,50,1785,Delivered
O0008317,C004404,R01066,M012780,D03327,2026-02-20 09:33:50,1,518,49,20,489,Delivered
O0008318,C000324,R00053,M000036,D00652,2025-12-09 06:35:36,1,130,78,37,89,Delivered
O0008319,C000328,R00316,M009464,D00705,2025-07-03 21:48:49,2,786,11,24,799,Delivered
O0008320,C001779,R01072,M002853,D02459,2025-09-17 12:48:29,2,772,14,21,779,Delivered
O0008321,C002668,R00126,M012642,D01316,2025-08-06 16:28:54,1,451,37,45,459,Delivered
O0008322,C003801,R01034,M004193,D00034,2025-09-09 00:58:48,1,662,45,34,651,Delivered
O0008323,C002976,R00129,M010461,D03489,2026-01-25 07:44:58,3,1956,100,35,1891,Delivered
O0008324,C004916,R00073,M013914,D01871,2026-03-23 08:39:59,2,1020,76,30,974,Delivered
O0008325,C000956,R00276,M010360,D00549,2025-07-18 20:24:57,4,644,35,24,633,Delivered
O0008326,C002695,R00999,M000605,D02171,2025-09-18 19:44:38,4,1980,10,44,2014,Delivered
O0008327,C001291,R00289,M010838,D02810,2026-04-29 10:44:47,2,878,78,48,848,Delivered
O0008328,C000652,R01122,M011666,D03737,2025-07-28 20:14:31,4,848,5,46,889,Delivered
O0008329,C002210,R00445,M002043,D00747,2026-05-11 06:17:19,1,347,19,60,388,Delivered
O0008330,C001700,R01061,M014206,D02091,2025-08-28 21:23:00,4,800,48,43,795,Delivered
O0008331,C001933,R00912,M014412,D03666,2026-05-09 09:10:19,1,179,1,37,215,Delivered
O0008332,C004951,R00114,M004566,D03487,2025-08-22 22:19:33,3,714,46,54,722,Delivered
O0008333,C001281,R01084,M011706,D01314,2025-12-05 00:29:18,4,2784,10,38,2812,Delivered
O0008334,C001879,R01016,M002974,D03517,2025-07-03 07:19:52,2,1026,14,60,1072,Delivered
O0008335,C002932,R00541,M010285,D01318,2025-11-18 02:42:02,2,1002,34,25,993,Delivered
O0008336,C002763,R01002,M007547,D02306,2026-05-20 15:17:41,2,394,11,36,419,Delivered
O0008337,C001183,R00647,M002789,D03720,2026-06-01 10:43:02,4,2704,58,39,2685,Delivered
O0008338,C002665,R01049,M012931,D02015,2025-12-31 13:24:07,4,2228,65,50,2213,Delivered
O0008339,C000160,R01076,M013623,D00080,2025-07-04 07:54:15,1,554,23,45,576,Delivered
O0008340,C003843,R00885,M002097,D02238,2026-05-28 14:21:16,2,1272,64,47,1255,Delivered
O0008341,C001092,R00645,M004159,D01098,2026-05-18 10:16:08,2,400,15,28,413,Delivered
O0008342,C000156,R00123,M000632,D02048,2025-11-20 21:10:46,3,1500,23,22,1499,Delivered
O0008343,C003500,R00682,M007743,D02565,2025-12-21 02:59:35,2,1198,33,31,1196,Delivered
O0008344,C003209,R00883,M007915,D03059,2026-03-14 09:31:16,4,1656,95,57,1618,Delivered
O0008345,C003800,R00385,M011569,D02240,2025-07-10 06:40:04,1,677,83,36,630,Delivered
O0008346,C001278,R00404,M011327,D00171,2026-01-09 16:15:08,3,864,53,50,861,Delivered
O0008347,C001448,R00097,M001405,D00214,2026-03-29 14:24:54,3,2037,33,34,2038,Delivered
O0008348,C003958,R00347,M009267,D03523,2026-02-26 22:47:08,1,517,16,37,538,Delivered
O0008349,C004259,R01373,M004215,D01947,2026-06-15 19:30:42,2,194,57,44,181,Delivered
O0008350,C001325,R00902,M001458,D00871,2025-10-25 14:57:51,1,309,69,36,276,Delivered
O0008351,C004038,R01262,M010782,D03347,2025-09-23 00:52:26,2,886,9,56,933,Delivered
O0008352,C003461,R00078,M002435,D02861,2026-03-01 20:43:23,3,258,34,56,280,Delivered
O0008353,C004188,R00493,M003301,D03090,2025-09-22 11:06:11,4,1916,23,53,1946,Delivered
O0008354,C001383,R01323,M007360,D02981,2026-06-07 19:29:21,4,2640,43,53,2650,Delivered
O0008355,C001795,R00260,M011617,D02884,2025-10-30 19:16:04,1,637,45,37,629,Delivered
O0008356,C002038,R00626,M013162,D02489,2026-01-16 18:20:09,4,1560,22,21,1559,Delivered
O0008357,C003030,R00472,M003438,D03348,2025-07-11 06:10:25,4,2364,46,35,2353,Delivered
O0008358,C002927,R01406,M002251,D01511,2025-10-06 14:12:04,3,1248,12,27,1263,Delivered
O0008359,C001057,R00117,M009859,D01291,2026-01-25 08:19:22,4,968,40,60,988,Delivered
O0008360,C001040,R00345,M002772,D01624,2025-11-28 01:55:04,4,852,92,51,811,Delivered
O0008361,C000925,R01037,M005029,D01781,2025-09-19 00:30:06,4,1380,91,44,1333,Delivered
O0008362,C002226,R00346,M003174,D03051,2025-08-31 17:05:32,2,606,20,33,619,Delivered
O0008363,C001910,R01298,M009294,D00962,2026-01-10 02:43:18,3,609,55,57,611,Delivered
O0008364,C004958,R00766,M006819,D01654,2025-07-11 17:36:59,3,1953,55,24,1922,Delivered
O0008365,C003666,R01117,M005475,D02843,2025-11-23 11:30:49,1,390,89,22,323,Delivered
O0008366,C002706,R00479,M014101,D03957,2025-12-13 22:25:56,1,483,12,48,519,Delivered
O0008367,C001988,R00758,M001284,D03113,2026-02-20 19:58:16,2,200,26,44,218,Delivered
O0008368,C003826,R00171,M008325,D00718,2025-11-01 04:42:36,3,1602,46,36,1592,Delivered
O0008369,C001434,R00983,M000599,D01629,2026-02-18 21:39:03,4,516,67,28,477,Delivered
O0008370,C004837,R01346,M012203,D02390,2026-03-04 11:51:23,2,662,91,60,631,Delivered
O0008371,C000481,R00118,M001212,D02615,2026-06-04 07:16:16,3,1374,31,39,1382,Delivered
O0008372,C002396,R01454,M005505,D02563,2025-07-27 23:59:55,1,234,66,25,193,Delivered
O0008373,C002201,R00555,M011859,D00980,2025-07-03 15:10:44,1,478,47,27,458,Delivered
O0008374,C004286,R00595,M010012,D01612,2025-11-17 12:01:37,3,1485,64,34,1455,Delivered
O0008375,C001853,R01378,M005425,D01487,2025-07-07 10:39:38,1,584,25,59,618,Delivered
O0008376,C001370,R01272,M012343,D01175,2025-10-01 13:54:32,4,864,16,41,889,Delivered
O0008377,C002312,R00715,M001291,D00863,2025-07-10 14:12:45,3,912,22,57,947,Delivered
O0008378,C004060,R01500,M007739,D02859,2026-05-24 11:12:45,1,546,45,31,532,Delivered
O0008379,C003289,R00897,M005232,D00136,2025-07-29 18:30:47,1,339,10,52,381,Delivered
O0008380,C003825,R00235,M006384,D01953,2026-01-09 12:20:52,1,362,27,41,376,Delivered
O0008381,C004667,R00729,M003728,D03180,2025-10-30 04:02:35,1,465,37,53,481,Delivered
O0008382,C004030,R00860,M014226,D00107,2025-11-14 14:38:03,2,1098,31,55,1122,Delivered
O0008383,C003200,R01484,M006941,D03118,2026-05-13 13:53:23,2,790,10,48,828,Delivered
O0008384,C001927,R01207,M001556,D00237,2026-03-14 09:04:59,1,581,55,21,547,Delivered
O0008385,C003533,R01244,M010877,D01407,2025-12-01 05:24:48,2,446,40,36,442,Delivered
O0008386,C002432,R01005,M001754,D00166,2026-06-11 11:09:25,2,1208,34,36,1210,Delivered
O0008387,C002675,R00567,M006367,D02459,2025-12-30 05:16:45,4,924,51,35,908,Delivered
O0008388,C003651,R01438,M008334,D01706,2026-03-18 19:33:38,2,368,31,22,359,Delivered
O0008389,C000479,R01462,M012243,D02686,2025-07-27 23:53:01,4,2568,28,27,2567,Delivered
O0008390,C004826,R00212,M008574,D02906,2025-10-19 16:32:23,2,514,50,23,487,Delivered
O0008391,C000987,R00581,M012788,D01672,2026-02-28 15:49:08,2,1068,36,25,1057,Delivered
O0008392,C000911,R01275,M012745,D00499,2026-06-02 09:44:05,4,1584,40,31,1575,Delivered
O0008393,C000832,R00514,M013855,D00699,2025-08-25 10:49:17,4,1972,15,34,1991,Cancelled
O0008394,C003738,R01001,M010654,D03418,2026-02-28 21:02:04,3,1497,91,28,1434,Delivered
O0008395,C004033,R00094,M002675,D01329,2026-03-21 21:46:19,3,588,75,43,556,Delivered
O0008396,C004738,R00119,M006306,D02282,2026-03-15 20:24:26,2,960,39,38,959,Delivered
O0008397,C000019,R00250,M014715,D01780,2026-04-29 01:09:24,3,1608,35,27,1600,Delivered
O0008398,C002471,R00977,M014653,D02721,2025-12-19 00:44:15,1,386,47,29,368,Delivered
O0008399,C004465,R00177,M012559,D00283,2025-07-16 00:13:52,2,898,2,25,921,Delivered
O0008400,C003293,R01190,M002057,D02177,2025-11-08 12:06:21,1,286,43,52,295,Delivered
O0008401,C004324,R00202,M004083,D03355,2026-04-09 19:06:36,2,920,40,36,916,Delivered
O0008402,C003799,R00549,M008990,D02626,2026-01-21 14:36:13,2,450,59,33,424,Delivered
O0008403,C000248,R00848,M000326,D00510,2026-05-01 07:55:54,1,420,50,24,394,Delivered
O0008404,C001427,R00806,M001605,D00999,2025-10-18 16:16:26,3,1413,34,60,1439,Cancelled
O0008405,C003674,R01160,M003091,D00897,2025-11-08 02:31:41,2,430,59,29,400,Delivered
O0008406,C002412,R00185,M006342,D03223,2025-09-08 02:20:21,3,258,26,23,255,Delivered
O0008407,C001694,R00526,M005911,D00960,2026-01-19 03:30:21,4,2276,33,60,2303,Delivered
O0008408,C002257,R01199,M002060,D03804,2025-11-03 17:09:45,1,289,49,25,265,Delivered
O0008409,C002771,R01171,M007539,D02096,2026-01-25 23:32:08,3,1605,14,24,1615,Delivered
O0008410,C001531,R01259,M000741,D00044,2026-03-16 19:34:44,3,930,17,32,945,Delivered
O0008411,C002538,R00032,M014150,D01005,2025-08-19 18:00:23,3,1947,0,24,1971,Delivered
O0008412,C000775,R00715,M011797,D03883,2026-05-24 03:45:35,2,244,27,58,275,Delivered
O0008413,C000552,R00231,M014319,D03187,2025-07-07 03:04:23,3,369,21,45,393,Delivered
O0008414,C004985,R00336,M006156,D03421,2026-04-13 22:11:13,4,2252,61,28,2219,Delivered
O0008415,C001499,R00534,M007143,D02599,2025-07-02 10:24:25,3,1008,53,48,1003,Delivered
O0008416,C002467,R01228,M010181,D00004,2025-06-24 09:25:06,1,507,34,35,508,Delivered
O0008417,C001060,R01156,M008891,D01446,2026-01-04 09:01:54,1,551,66,24,509,Delivered
O0008418,C004182,R00023,M001087,D01240,2025-12-16 14:09:40,3,1974,44,41,1971,Delivered
O0008419,C001055,R00611,M012775,D03468,2025-11-17 13:52:01,1,179,34,52,197,Delivered
O0008420,C002902,R01304,M012193,D02018,2026-01-22 21:07:00,4,1196,24,29,1201,Delivered
O0008421,C002548,R00492,M008304,D03711,2026-03-18 13:48:15,3,804,30,38,812,Delivered
O0008422,C002117,R00185,M006342,D01367,2025-10-30 09:46:43,2,172,41,22,153,Delivered
O0008423,C002535,R01247,M000765,D00818,2026-04-01 22:12:11,2,984,17,38,1005,Delivered
O0008424,C004352,R01091,M007390,D01608,2025-06-26 16:20:09,1,133,19,30,144,Delivered
O0008425,C004739,R01012,M010325,D03940,2026-04-19 11:21:56,2,1040,49,23,1014,Delivered
O0008426,C004610,R00714,M005592,D02923,2025-10-31 15:15:31,4,724,15,51,760,Delivered
O0008427,C001455,R01044,M009780,D00388,2025-08-16 17:19:16,4,756,26,22,752,Delivered
O0008428,C003376,R00227,M002226,D03011,2026-05-08 01:22:32,3,339,42,22,319,Delivered
O0008429,C001933,R00588,M007042,D02742,2025-08-08 00:14:48,1,469,3,60,526,Delivered
O0008430,C002840,R01244,M004420,D03395,2026-05-13 20:00:16,2,480,23,45,502,Delivered
O0008431,C003009,R00347,M014848,D01753,2026-03-29 21:53:38,4,1696,15,30,1711,Delivered
O0008432,C000916,R00424,M003655,D00863,2025-11-07 12:40:14,4,764,20,60,804,Delivered
O0008433,C002036,R01109,M006184,D02711,2026-03-06 05:10:52,3,846,19,44,871,Delivered
O0008434,C003938,R00242,M005499,D02029,2026-05-31 05:33:01,1,597,38,44,603,Delivered
O0008435,C001889,R00781,M002879,D02912,2025-12-11 22:39:55,4,432,45,22,409,Delivered
O0008436,C003874,R00697,M010490,D00712,2025-08-25 00:33:05,3,429,39,56,446,Delivered
O0008437,C001418,R00555,M006207,D02545,2025-09-10 14:17:28,1,453,14,28,467,Delivered
O0008438,C002131,R00412,M014384,D00106,2026-05-13 05:35:52,4,1376,58,47,1365,Delivered
O0008439,C004475,R00194,M010637,D00621,2026-03-04 13:28:27,3,1107,32,46,1121,Delivered
O0008440,C002333,R00823,M012726,D01153,2025-06-22 13:12:47,3,612,15,27,624,Delivered
O0008441,C002000,R01374,M009534,D02352,2026-05-15 22:08:45,4,2412,57,46,2401,Delivered
O0008442,C002322,R01067,M012016,D03594,2025-09-07 12:25:31,3,1998,73,40,1965,Delivered
O0008443,C000612,R01115,M001388,D00662,2025-08-01 20:43:32,2,226,16,44,254,Delivered
O0008444,C002491,R00864,M013362,D00911,2025-10-20 19:36:09,3,1719,95,49,1673,Delivered
O0008445,C000379,R00252,M010613,D01412,2025-09-02 18:37:49,4,2720,12,23,2731,Delivered
O0008446,C002746,R00449,M007064,D01862,2025-11-19 01:37:47,3,1812,67,23,1768,Delivered
O0008447,C002974,R00997,M010688,D02730,2025-10-28 00:27:10,3,660,12,51,699,Delivered
O0008448,C002269,R00294,M005809,D02739,2026-04-21 09:19:51,2,1370,16,46,1400,Delivered
O0008449,C002264,R00343,M003670,D01829,2026-05-31 13:14:51,2,712,17,20,715,Cancelled
